gene_id,logFC_21,logCPM_21,F_21,PValue_21,FDR_21,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,logFC_8p,logCPM_8p,F_8p,PValue_8p,FDR_8p
ENSG00000197943,0.407531925,3.432058346,22.6792444,3.98E-04,0.004573754,PLCG2,16,81739097,81962693,+,13416,protein_coding,phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066],-,0.476077242,3.595034939,10.50611177,0.006188845,0.041923285
ENSG00000106261,0.25042527,5.94269316,22.65449288,4.00E-04,0.004588402,ZKSCAN1,7,100015572,100041689,+,10319,protein_coding,zinc finger with KRAB and SCAN domains 1 [Source:HGNC Symbol;Acc:HGNC:13101],zf-C2H2,0.513149257,6.02383288,16.54121124,0.00124718,0.014517296
ENSG00000166448,0.469017987,2.351398928,22.50470625,4.11E-04,0.004688145,TMEM130,7,98846488,98870771,-,4663,protein_coding,transmembrane protein 130 [Source:HGNC Symbol;Acc:HGNC:25429],-,1.06057265,2.776897395,23.09792935,3.13E-04,0.006426385
ENSG00000066248,0.559618182,1.974980471,22.43313878,4.16E-04,0.004738824,NGEF,2,232878686,233013272,-,4678,protein_coding,neuronal guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:7807],-,0.769223264,1.811967423,13.73918262,0.002501046,0.023118146
ENSG00000101057,-0.271549837,8.05163055,22.36459891,4.22E-04,0.004772516,MYBL2,20,43667019,43716496,+,2777,protein_coding,MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548],MYB,-0.577555213,8.377266913,23.39549919,3.02E-04,0.006310366
ENSG00000112118,-0.220931318,8.758885917,22.18740699,4.36E-04,0.00486998,MCM3,6,52264009,52284881,-,3650,protein_coding,minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945],-,-0.224085446,9.082448467,12.40994741,0.003571932,0.029193382
ENSG00000182774,-0.385352069,3.498854758,22.13717067,4.40E-04,0.004901108,RPS17,15,82536750,82540564,-,3293,protein_coding,ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:10397],-,-0.716569171,3.828527707,17.23583738,0.001061457,0.013235832
ENSG00000140332,0.230702265,5.801891142,22.04811692,4.48E-04,0.004964113,TLE3,15,70047790,70098176,-,12634,protein_coding,transducin like enhancer of split 3 [Source:HGNC Symbol;Acc:HGNC:11839],-,0.410529624,6.181324178,14.11035422,0.002268603,0.021809406
ENSG00000143416,0.268529844,4.602106833,22.01288582,4.51E-04,0.004975154,SELENBP1,1,151364302,151372733,-,3504,protein_coding,selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719],-,0.563953417,4.160245303,16.87269111,0.001154274,0.013930636
ENSG00000168496,-0.209650024,6.883276179,21.990423,4.53E-04,0.004988368,FEN1,11,61792637,61797244,+,2478,protein_coding,flap structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3650],-,-0.383202908,7.087967997,10.97177419,0.00538599,0.038042425
ENSG00000103154,0.57247038,1.43157421,21.96138482,4.55E-04,0.005010476,NECAB2,16,83968632,84002776,+,2520,protein_coding,N-terminal EF-hand calcium binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23746],-,1.022654074,2.37079601,17.82387812,9.29E-04,0.012263874
ENSG00000204305,0.482644676,2.845590625,21.84861899,4.65E-04,0.005081712,AGER,6,32180968,32184324,-,2077,protein_coding,advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320],-,0.997352746,2.339455804,19.00402422,7.17E-04,0.010391079
ENSG00000185100,0.422914164,3.041768079,21.83047624,4.67E-04,0.005091159,ADSSL1,14,104724186,104747325,+,5775,protein_coding,adenylosuccinate synthase like 1 [Source:HGNC Symbol;Acc:HGNC:20093],-,0.837374994,3.268295721,19.46583627,6.49E-04,0.009814177
ENSG00000130287,0.457515501,2.543534954,21.70294419,4.78E-04,0.005178817,NCAN,19,19211973,19252233,+,6905,protein_coding,neurocan [Source:HGNC Symbol;Acc:HGNC:2465],-,0.764096637,3.835973277,12.8315405,0.003182355,0.02728684
ENSG00000064989,0.425413071,2.527050593,21.65288913,4.83E-04,0.005215889,CALCRL,2,187343129,187448460,-,6144,protein_coding,calcitonin receptor like receptor [Source:HGNC Symbol;Acc:HGNC:16709],-,1.561613864,1.500958677,12.54760683,0.003503501,0.028898006
ENSG00000168286,-0.239116679,5.538569247,21.6148804,4.86E-04,0.005235782,THAP11,16,67842082,67844195,+,2114,protein_coding,THAP domain containing 11 [Source:HGNC Symbol;Acc:HGNC:23194],THAP,-0.343873645,5.669126349,14.81420361,0.00189687,0.019346502
ENSG00000177889,-0.235202544,7.759107017,21.60008513,4.88E-04,0.005247224,UBE2N,12,93405673,93442262,-,6269,protein_coding,ubiquitin conjugating enzyme E2 N [Source:HGNC Symbol;Acc:HGNC:12492],-,-0.260825174,7.538247553,18.78011624,7.52E-04,0.010709801
ENSG00000184194,0.343719306,3.965220479,21.51374537,4.96E-04,0.005303736,GPR173,X,53049091,53080615,+,4608,protein_coding,G protein-coupled receptor 173 [Source:HGNC Symbol;Acc:HGNC:18186],-,0.957182651,3.184940781,55.43663033,3.98E-06,5.44E-04
ENSG00000108515,0.406687634,3.888837511,21.46497682,5.00E-04,0.005317614,ENO3,17,4948092,4957131,+,4292,protein_coding,enolase 3 [Source:HGNC Symbol;Acc:HGNC:3354],-,0.547081931,3.678455949,12.07484393,0.003921819,0.031012863
ENSG00000167074,0.313214764,4.980913636,21.28523362,5.18E-04,0.005440243,TEF,22,41367333,41399326,+,4715,protein_coding,"TEF, PAR bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:11722]",TF_bZIP,0.492890646,4.456163914,11.72123633,0.004334166,0.033137453
ENSG00000186088,0.75258873,0.787645786,21.14441725,5.33E-04,0.005542044,GSAP,7,77310751,77416400,-,9001,protein_coding,gamma-secretase activating protein [Source:HGNC Symbol;Acc:HGNC:28042],-,1.195552999,0.550564348,13.61897231,0.002611884,0.02385143
ENSG00000198125,1.713329797,-1.263754406,20.96430272,5.56E-04,0.00569339,MB,22,35606764,35637951,-,2168,protein_coding,myoglobin [Source:HGNC Symbol;Acc:HGNC:6915],-,1.48797191,0.237990716,12.90692027,0.003002401,0.026107465
ENSG00000137628,0.45891108,2.590203133,20.893943,5.59E-04,0.005714493,DDX60,4,168216293,168318807,-,6750,protein_coding,DExD/H-box helicase 60 [Source:HGNC Symbol;Acc:HGNC:25942],-,0.918321125,2.035120461,19.1314985,6.98E-04,0.010247208
ENSG00000115970,-0.266640962,4.904159002,20.82244879,5.67E-04,0.005748742,THADA,2,43230836,43596046,-,14220,protein_coding,"THADA, armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:19217]",-,-0.425314456,5.821572218,31.13207836,7.87E-05,0.003095841
ENSG00000138768,-0.205920433,8.520358877,20.58602277,5.94E-04,0.005975353,USO1,4,75724593,75814286,+,4588,protein_coding,USO1 vesicle transport factor [Source:HGNC Symbol;Acc:HGNC:30904],-,-0.374329095,8.591520891,37.26340535,3.24E-05,0.001802871
ENSG00000183087,0.362234368,4.536409386,20.5719275,5.96E-04,0.005988398,GAS6,13,113820549,113864067,-,6006,protein_coding,growth arrest specific 6 [Source:HGNC Symbol;Acc:HGNC:4168],-,1.053255442,4.296120606,31.77794895,7.13E-05,0.002944769
ENSG00000176407,-0.203731715,6.826878099,20.5632391,5.97E-04,0.005991387,KCMF1,2,84971093,85059472,+,7968,protein_coding,potassium channel modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:20589],-,-0.239099618,7.145097583,15.63408284,0.001549247,0.01687466
ENSG00000174282,0.347348433,4.890653057,20.49239622,6.05E-04,0.0060577,ZBTB4,17,7459366,7484263,-,6126,protein_coding,zinc finger and BTB domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23847],ZBTB,0.414619066,4.655074585,14.01977831,0.002322382,0.022040212
ENSG00000161270,0.716391505,1.490200307,20.36283528,6.21E-04,0.006171104,NPHS1,19,35825964,35869287,-,5459,protein_coding,"NPHS1, nephrin [Source:HGNC Symbol;Acc:HGNC:7908]",-,1.214353053,0.691465599,18.01854151,9.02E-04,0.012062181
ENSG00000108469,0.254445607,4.601622603,20.14983093,6.48E-04,0.006366505,RECQL5,17,75626845,75667189,-,8766,protein_coding,RecQ like helicase 5 [Source:HGNC Symbol;Acc:HGNC:9950],-,0.354400833,4.942235068,11.54926632,0.00455272,0.034291887
ENSG00000131873,-0.203471609,6.612636434,20.05630058,6.61E-04,0.006437389,CHSY1,15,101175723,101251932,-,5555,protein_coding,chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198],-,-0.343152488,6.793147382,19.46322918,6.49E-04,0.009814177
ENSG00000162231,-0.270146057,5.659228709,20.04712378,6.62E-04,0.00644548,NXF1,11,62792123,62806302,-,6194,protein_coding,nuclear RNA export factor 1 [Source:HGNC Symbol;Acc:HGNC:8071],-,-0.501118395,6.012060747,10.79802006,0.0057115,0.039864273
ENSG00000081051,-0.914008252,0.405795549,19.98393864,6.70E-04,0.006490178,AFP,4,73431138,73456174,+,3259,protein_coding,alpha fetoprotein [Source:HGNC Symbol;Acc:HGNC:317],-,-2.047297512,1.601369242,24.18490238,2.57E-04,0.005905196
ENSG00000100714,-0.209237244,8.195826107,19.97178215,6.72E-04,0.006490342,MTHFD1,14,64388031,64463457,+,9377,protein_coding,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]",-,-0.333388973,8.224447686,15.68178429,0.0015314,0.016729691
ENSG00000106591,-0.23091806,6.340388889,19.75934901,7.01E-04,0.006686444,MRPL32,7,42932200,42948958,+,3534,protein_coding,mitochondrial ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:14035],-,-0.411163383,6.190034811,27.11858743,1.51E-04,0.004363148
ENSG00000154928,0.264576969,4.645092529,19.55442943,7.31E-04,0.006887169,EPHB1,3,134597801,135260467,+,6956,protein_coding,EPH receptor B1 [Source:HGNC Symbol;Acc:HGNC:3392],-,0.571414114,3.946234625,16.00359191,0.001417153,0.015801691
ENSG00000095752,0.584892909,1.439973065,19.5247925,7.36E-04,0.006921442,IL11,19,55364389,55370463,-,2671,protein_coding,interleukin 11 [Source:HGNC Symbol;Acc:HGNC:5966],-,0.835024055,1.411399037,11.17304719,0.005114393,0.036875483
ENSG00000178163,0.298073463,4.330313376,19.43687038,7.49E-04,0.00701511,ZNF518B,4,10439874,10457410,-,10905,protein_coding,zinc finger protein 518B [Source:HGNC Symbol;Acc:HGNC:29365],-,0.805797687,4.011495363,15.37586427,0.00165031,0.017560441
ENSG00000129038,0.317778752,3.23880724,19.37586919,7.59E-04,0.00707553,LOXL1,15,73925989,73952137,+,3637,protein_coding,lysyl oxidase like 1 [Source:HGNC Symbol;Acc:HGNC:6665],-,0.687238488,2.801175824,12.40482323,0.003578058,0.029218829
ENSG00000168477,0.44440929,3.068061335,19.35554201,7.62E-04,0.007093871,TNXB,6,32041153,32115334,-,15909,protein_coding,tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976],-,0.821191325,3.196457728,34.47369162,4.78E-05,0.002332486
ENSG00000107551,0.267051778,4.064228673,19.26968389,7.76E-04,0.007185609,RASSF4,10,44959407,44995891,+,9481,protein_coding,Ras association domain family member 4 [Source:HGNC Symbol;Acc:HGNC:20793],-,0.814416427,3.82861475,44.92942277,1.23E-05,0.001004752
ENSG00000163703,0.312566259,3.900748963,19.18017344,7.90E-04,0.00727667,CRELD1,3,9933822,9945413,+,3778,protein_coding,cysteine rich with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:14630],-,0.716005913,3.608335139,21.90273165,3.94E-04,0.007424108
ENSG00000185818,0.3049624,4.188111182,19.07742645,8.07E-04,0.007388065,NAT8L,4,2059512,2069089,+,5871,protein_coding,N-acetyltransferase 8 like [Source:HGNC Symbol;Acc:HGNC:26742],-,0.477373988,4.121719127,17.68558988,9.58E-04,0.012460807
ENSG00000165490,-0.257036901,5.718143731,19.03136538,8.15E-04,0.007450954,DDIAS,11,82899975,82958277,+,5339,protein_coding,DNA damage induced apoptosis suppressor [Source:HGNC Symbol;Acc:HGNC:26351],-,-0.389998244,5.456797888,17.96862522,8.99E-04,0.012053198
ENSG00000135297,-0.22455102,5.06055571,18.96949969,8.25E-04,0.007501807,MTO1,6,73461578,73509236,+,12071,protein_coding,mitochondrial tRNA translation optimization 1 [Source:HGNC Symbol;Acc:HGNC:19261],-,-0.283737874,5.080319366,12.09231475,0.003902378,0.030925451
ENSG00000198805,-0.250107165,5.99130111,18.96056554,8.27E-04,0.007510474,PNP,14,20468954,20477094,+,4139,protein_coding,purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892],-,-0.464981955,6.118054559,14.10550013,0.002271444,0.021809406
ENSG00000142871,-0.236165708,6.108342868,18.93974191,8.31E-04,0.00752777,CYR61,1,85580761,85583962,+,2455,protein_coding,cysteine rich angiogenic inducer 61 [Source:HGNC Symbol;Acc:HGNC:2654],-,-0.614786298,6.498543659,12.60527373,0.003633798,0.029543139
ENSG00000106588,-0.274346991,4.027793918,18.80160576,8.55E-04,0.007702078,PSMA2,7,42916857,42932223,-,5336,protein_coding,proteasome subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9531],-,-0.482392497,3.559867077,11.67165875,0.004396124,0.033480016
ENSG00000121281,0.534997185,1.87210856,18.69567105,8.74E-04,0.0078201,ADCY7,16,50246137,50318135,+,8630,protein_coding,adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238],-,0.684429548,2.062814487,14.31075559,0.002157231,0.021139433
ENSG00000064607,0.197045853,7.321259559,18.6357696,8.85E-04,0.007902147,SUGP2,19,18990888,19034023,-,8468,protein_coding,SURP and G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18641],-,0.518019087,7.045845629,42.27214969,1.70E-05,0.001232529
ENSG00000164692,0.224419916,7.208446137,18.5542556,9.01E-04,0.007991791,COL1A2,7,94394561,94431232,+,11156,protein_coding,collagen type I alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2198],-,0.442895956,7.557253936,12.62308059,0.003397859,0.028435472
ENSG00000075702,-0.294437506,5.567374156,18.50912358,9.09E-04,0.008037162,WDR62,19,36054881,36105106,+,9812,protein_coding,WD repeat domain 62 [Source:HGNC Symbol;Acc:HGNC:24502],-,-0.439595528,5.966520442,14.02621234,0.002318436,0.022030768
ENSG00000164134,-0.195409617,7.654400749,18.48027583,9.15E-04,0.008074539,NAA15,4,139301455,139420033,+,9712,protein_coding,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:30782]",-,-0.263733325,7.85418667,20.61300741,5.10E-04,0.008502399
ENSG00000144677,-0.239047357,6.47140946,18.42956468,9.25E-04,0.008144518,CTDSPL,3,37861960,37984469,+,5796,protein_coding,CTD small phosphatase like [Source:HGNC Symbol;Acc:HGNC:16890],-,-0.496845739,5.819740845,12.89026139,0.003131811,0.026931752
ENSG00000168010,0.399668501,2.891748688,18.3248926,9.46E-04,0.008297119,ATG16L2,11,72814308,72843674,+,8617,protein_coding,autophagy related 16 like 2 [Source:HGNC Symbol;Acc:HGNC:25464],-,0.975749369,3.052505046,35.02676214,4.42E-05,0.002222733
ENSG00000124541,-0.199344924,6.309647421,18.30133095,9.51E-04,0.008312279,RRP36,6,43021645,43034156,+,2212,protein_coding,ribosomal RNA processing 36 [Source:HGNC Symbol;Acc:HGNC:21374],-,-0.547906486,6.052452049,28.37367538,1.22E-04,0.003882568
ENSG00000163584,-0.348299431,6.028753176,19.06058222,9.57E-04,0.00835273,RPL22L1,3,170864875,170870483,-,2326,protein_coding,ribosomal protein L22 like 1 [Source:HGNC Symbol;Acc:HGNC:27610],-,-0.563807569,6.36273319,27.81422156,1.34E-04,0.004094761
ENSG00000213638,-0.434797642,2.367476539,18.24989082,9.61E-04,0.008377578,ADAT3,19,1905378,1913447,+,2237,protein_coding,"adenosine deaminase, tRNA specific 3 [Source:HGNC Symbol;Acc:HGNC:25151]",-,-0.705990241,2.09388344,10.12214028,0.006958407,0.04534803
ENSG00000066735,-0.22820677,6.920025521,18.18239764,9.75E-04,0.008472493,KIF26A,14,104138723,104180894,+,6756,protein_coding,kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226],-,-0.447074879,6.787093343,10.53376141,0.006206151,0.042004535
ENSG00000180817,-0.205722768,7.258054921,18.08547128,9.96E-04,0.008600746,PPA1,10,70202830,70233911,-,5171,protein_coding,pyrophosphatase (inorganic) 1 [Source:HGNC Symbol;Acc:HGNC:9226],-,-0.358693796,6.867833715,12.92565025,0.003101936,0.026737206
ENSG00000101198,0.45434904,2.093870098,17.95267668,0.001024546,0.008780575,NKAIN4,20,63240784,63272694,-,2668,protein_coding,sodium/potassium transporting ATPase interacting 4 [Source:HGNC Symbol;Acc:HGNC:16191],-,1.293448386,2.25416287,32.31703925,6.58E-05,0.00280459
ENSG00000229544,-0.323671672,4.823528887,17.95070965,0.001024962,0.008780575,NKX1-2,10,124445239,124450184,-,3364,protein_coding,NK1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:31652],Homeobox,-1.343226974,4.555173341,59.83369105,2.61E-06,4.47E-04
ENSG00000172059,0.288091987,3.66993994,17.84875451,0.00104785,0.00890344,KLF11,2,10042849,10054836,+,4589,protein_coding,Kruppel like factor 11 [Source:HGNC Symbol;Acc:HGNC:11811],zf-C2H2,1.382017249,3.91530609,68.07105335,1.26E-06,3.13E-04
ENSG00000196998,-0.347641437,2.937936519,17.84822619,0.001047973,0.00890344,WDR45,X,49071470,49101170,-,5452,protein_coding,WD repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:28912],-,-0.592139874,4.291367674,12.48846707,0.003495488,0.028883799
ENSG00000178104,-0.241840476,5.695548389,17.50744641,0.001128903,0.009380042,PDE4DIP,1,148808181,149048286,+,27623,protein_coding,phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580],-,-0.384696793,5.923990751,16.76246474,0.00118419,0.014115109
ENSG00000116584,0.227091078,6.154220526,17.49306599,0.001132475,0.009402573,ARHGEF2,1,155946851,156007070,-,9135,protein_coding,Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682],-,0.239857817,6.303372788,11.31056451,0.004877573,0.035913352
ENSG00000164032,-0.224255836,8.336656275,17.42430443,0.001149736,0.009479458,H2AFZ,4,99948086,99950388,-,2303,protein_coding,H2A histone family member Z [Source:HGNC Symbol;Acc:HGNC:4741],-,-0.407816514,9.023042343,40.91256946,2.01E-05,0.001343256
ENSG00000074621,0.337926504,3.596076794,17.39147513,0.001158087,0.009528556,SLC24A1,15,65611366,65660995,+,9084,protein_coding,solute carrier family 24 member 1 [Source:HGNC Symbol;Acc:HGNC:10975],-,0.782960835,3.704305352,25.71332114,1.93E-04,0.005049145
ENSG00000100767,0.372874113,4.006386205,17.37279671,0.001162868,0.009552832,PAPLN,14,73237497,73274640,+,7699,protein_coding,"papilin, proteoglycan like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]",-,1.457575799,4.131370414,16.25043885,0.001681556,0.017803004
ENSG00000111271,0.255551298,4.463152979,17.29770401,0.001182324,0.009669869,ACAD10,12,111686056,111757107,+,8931,protein_coding,acyl-CoA dehydrogenase family member 10 [Source:HGNC Symbol;Acc:HGNC:21597],-,0.594931613,4.385677135,30.12712737,9.22E-05,0.003374832
ENSG00000155755,-0.27289007,5.428599826,17.24384305,0.001196512,0.009761615,TMEM237,2,201620184,201643570,-,7647,protein_coding,transmembrane protein 237 [Source:HGNC Symbol;Acc:HGNC:14432],-,-0.347721303,5.287891396,13.84132068,0.002432466,0.02271945
ENSG00000052749,-0.284095523,5.989439688,17.23768726,0.001198146,0.009770095,RRP12,10,97356358,97426076,-,8529,protein_coding,ribosomal RNA processing 12 homolog [Source:HGNC Symbol;Acc:HGNC:29100],-,-0.841248544,6.503723682,40.26880905,2.18E-05,0.001392764
ENSG00000171517,-0.230291014,4.763618077,17.21221437,0.001204936,0.009815721,LPAR3,1,84811602,84893213,-,3543,protein_coding,lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298],-,-0.547365961,4.460336123,19.68542837,6.19E-04,0.009586892
ENSG00000115266,0.639761364,1.474107523,17.19234783,0.001210302,0.009852397,APC2,19,1446302,1473244,+,12610,protein_coding,"APC2, WNT signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:24036]",-,1.638163945,2.307685121,23.58448281,2.89E-04,0.006184092
ENSG00000165672,-0.19939138,8.007316716,17.16220211,0.001218397,0.009895941,PRDX3,10,119167703,119178833,-,3417,protein_coding,peroxiredoxin 3 [Source:HGNC Symbol;Acc:HGNC:9354],-,-0.405273959,8.198429293,38.91794152,2.60E-05,0.001563909
ENSG00000254726,0.303114495,6.664744226,17.46591728,0.001224195,0.009908746,MEX3A,1,156072013,156081998,-,6124,protein_coding,mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482],-,0.607650723,6.472742273,18.0009177,9.11E-04,0.012119949
ENSG00000153814,-0.301684981,4.188887277,16.96913632,0.001272029,0.010210411,JAZF1,7,27830573,28180743,-,4206,protein_coding,JAZF zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:28917],-,-0.82525052,4.413806688,17.87798886,9.18E-04,0.012169816
ENSG00000094755,0.390352137,3.027166859,16.89908067,0.001292172,0.01031333,GABRP,5,170763350,170814047,+,4621,protein_coding,gamma-aminobutyric acid type A receptor pi subunit [Source:HGNC Symbol;Acc:HGNC:4089],-,1.156312821,2.360253196,21.01485277,4.71E-04,0.008200636
ENSG00000106853,0.253952994,5.364427034,16.89777715,0.001292542,0.01031333,PTGR1,9,111549722,111599893,-,3760,protein_coding,prostaglandin reductase 1 [Source:HGNC Symbol;Acc:HGNC:18429],-,0.615180201,5.23912694,15.94259247,0.001437956,0.015969107
ENSG00000073111,-0.218543858,7.236092155,16.88102495,0.001297413,0.010343423,MCM2,3,127598223,127622436,+,4902,protein_coding,minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944],-,-0.329686265,7.631606828,15.54886812,0.001581728,0.017055667
ENSG00000135414,0.240237302,5.447310282,16.79926164,0.001321497,0.010469389,GDF11,12,55743280,55757278,+,8657,protein_coding,growth differentiation factor 11 [Source:HGNC Symbol;Acc:HGNC:4216],-,0.841933417,4.867985652,19.1624357,7.05E-04,0.010318908
ENSG00000115091,-0.17549105,7.598129096,16.75404147,0.001335039,0.010562708,ACTR3,2,113889960,113962596,+,12049,protein_coding,ARP3 actin related protein 3 homolog [Source:HGNC Symbol;Acc:HGNC:170],-,-0.270907669,7.734774453,14.06420334,0.002295777,0.021890362
ENSG00000131504,-0.230672266,7.688094762,16.72685759,0.001343258,0.010605993,DIAPH1,5,141515016,141619055,-,7375,protein_coding,diaphanous related formin 1 [Source:HGNC Symbol;Acc:HGNC:2876],-,-0.300635208,7.657907912,12.16908217,0.003819338,0.030496802
ENSG00000049656,-0.217049541,6.849199669,16.69269948,0.001353669,0.010667688,CLPTM1L,5,1317744,1345099,-,6557,protein_coding,CLPTM1 like [Source:HGNC Symbol;Acc:HGNC:24308],-,-0.4675549,6.788135414,13.7844077,0.002468824,0.022957259
ENSG00000085840,-0.247153887,6.461547092,16.65249886,0.001366041,0.010739438,ORC1,1,52372829,52404459,-,3157,protein_coding,origin recognition complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:8487],-,-0.417746502,6.63930759,25.12356566,2.15E-04,0.005333362
ENSG00000068878,-0.251357174,7.665027585,16.6381047,0.001370503,0.010744914,PSME4,2,53864067,53970840,-,10241,protein_coding,proteasome activator subunit 4 [Source:HGNC Symbol;Acc:HGNC:20635],-,-0.527725941,7.713129393,58.81834881,2.87E-06,4.69E-04
ENSG00000105676,-0.210736814,6.176837621,16.62993067,0.001373045,0.010758464,ARMC6,19,19033575,19060311,+,4052,protein_coding,armadillo repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:25049],-,-0.458645223,6.212880091,11.06959031,0.005233158,0.037356544
ENSG00000155561,-0.219420042,8.240177091,16.60172988,0.001381855,0.01080174,NUP205,7,135557919,135648757,+,7619,protein_coding,nucleoporin 205 [Source:HGNC Symbol;Acc:HGNC:18658],-,-0.176084208,8.43057722,9.847739051,0.007571222,0.047596069
ENSG00000103460,0.258065308,4.799112682,16.40121257,0.001446427,0.011126519,TOX3,16,52438005,52547802,-,5031,protein_coding,TOX high mobility group box family member 3 [Source:HGNC Symbol;Acc:HGNC:11972],HMG,0.783247597,4.715706184,17.69441298,9.63E-04,0.012489594
ENSG00000159842,0.204272597,5.948749025,16.39521892,0.00144841,0.011133819,ABR,17,1003518,1229738,-,12426,protein_coding,"ABR, RhoGEF and GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:81]",-,0.524799151,6.345487523,22.27261784,3.66E-04,0.007121361
ENSG00000169972,-0.258288015,4.171812786,16.27108187,0.00149021,0.011362269,PUSL1,1,1308567,1311677,+,2489,protein_coding,pseudouridylate synthase like 1 [Source:HGNC Symbol;Acc:HGNC:26914],-,-0.58819048,4.474295779,21.22431777,4.51E-04,0.007999479
ENSG00000143476,-0.195995929,6.617993396,16.26831643,0.001491156,0.011364188,DTL,1,212035553,212107400,+,4916,protein_coding,denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288],-,-0.365503875,6.776739808,33.81673781,5.26E-05,0.002485843
ENSG00000123545,-0.214989867,5.143994919,16.2356366,0.001502401,0.011423389,NDUFAF4,6,96889313,96897881,-,2540,protein_coding,NADH:ubiquinone oxidoreductase complex assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:21034],-,-0.459122325,5.117008703,19.45041253,6.51E-04,0.009831207
ENSG00000149658,-0.190625476,6.614036984,16.17710284,0.001522787,0.011535693,YTHDF1,20,63195429,63216234,-,3301,protein_coding,YTH N6-methyladenosine RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15867],-,-0.368449556,6.820065759,18.0552659,8.82E-04,0.011889919
ENSG00000119397,0.267914584,4.60556172,16.13090318,0.001539106,0.01162715,CNTRL,9,121074863,121177610,+,9417,protein_coding,centriolin [Source:HGNC Symbol;Acc:HGNC:1858],-,0.535741182,4.478005793,27.16942599,1.50E-04,0.00434944
ENSG00000120254,-0.210658988,6.835871358,16.0442524,0.001570263,0.01179045,MTHFD1L,6,150865549,151101887,+,5021,protein_coding,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like [Source:HGNC Symbol;Acc:HGNC:21055],-,-0.498537006,6.935809804,49.45321969,7.40E-06,7.56E-04
ENSG00000171812,0.413769559,2.484160668,15.8501378,0.001642777,0.012186219,COL8A2,1,36095236,36125220,-,4670,protein_coding,collagen type VIII alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2216],-,0.658695027,2.460902283,15.21514372,0.001717893,0.018058082
ENSG00000186298,-0.179201738,9.128030559,15.82863376,0.001651029,0.012208845,PPP1CC,12,110719680,110742939,-,6906,protein_coding,protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283],-,-0.221602428,9.2000326,10.34827549,0.006491103,0.043199813
ENSG00000121900,0.413865245,2.630785965,15.81228902,0.001657358,0.012226212,TMEM54,1,32894594,32901438,-,1417,protein_coding,transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143],-,0.907750017,2.334537896,16.82160445,0.001169462,0.014022133
